,Title,Rating,Description,Website,Address,Phone
1254,Juicy Chemistry ,3.8,"Organic and Handcrafted Skincare & Haircare products. All their products bring you nature in a bottle, ready to use. ",https://juicychemistry.com/,"No 106, Ramalingam Road (West), Next to Ramalingam Sowdeshwari Marriage Hall, R.S Puram, Coimbatore - 641002, India ",
1255,Revive Milk ,3.9,"Ditch those artificially flavored drinks as Revive brings you a variety of 100% natural flavored milk, with flavors ranging from Coffee to Banana to even Gulkand. Because health is something not to be compromised!",http://www.reviveinc.in,"Rajkot, Gujarat, 360005",079 3959 3908
1256,NourishYou India ,3.8,Nourish You is India’s own homegrown health and wellness label. They offer high quality #quinoa and #chiaseeds at leading retailers across India #organic,https://nourishyou.in/,"Nutrivative Foods Private Limited, Rajbhavan Road, Somajiguda, Hyderabad – 500082",99704444112
1257,Sova Care ,4,'One's own' line of luxury personal care products that evoke the Goddess within you. SOVA is a line of luxury hair and skincare products that are ancient yet modern. Based on Ayurveda and supported by science.,https://sovacare.in/,"V an S Seeds Goodness LLP 12-B, Nirmal, 241/242, Backbay Reclamation, Nariman Point, Mumbai – 400021.",+91 22 22821095
1258,Foodstree,4,"A venture started by foodies, for foodies, Foodstree is a one-stop destination for all your culinary needs with an exquisite range of gourmet, organic & unique ingredients, hand-picked from all over the country. ",https://foodstree.com/,2 Red Cross Place Kolkata – 700001,
1259,RAS Luxury Oils,4,"A treasure-trove of pure and natural essences and blends that elevate your radiant inner beauty and awaken your mind, body and soul.",http://www.rasluxuryoils.com,"RAS Head Office, Near Bal Ashram, Kutchery Chowk Raipur-492001, Chhattisgarh, India",+91 9329 773 003
1260,Kanai Organics ,5,"We are a plant-based beauty brand located in Mumbai, India. We make cruelty-free, parabens free, sulfate-free beauty products.
All our products are 100% vegan and find their inspiration in ancient wisdom. ",https://www.kanaiorganics.com/,088795 43313,
1261,Tuuda ,3.9,Tuuda makes high-quality men and women wear with 100% organic cotton. All the fabrics are hand-picked! They create stylish garments that are kind and considerate towards the world we live in. ,https://www.tuuda.com/,"Sri Vensai Projects Ltd, Kompally, Hyderabad, Telangana",919100917708
1262,Baba Budan India ,3.5,They're bringing a full bodied South Indian Roast from India to a community of coffee lovers. Each batch of coffee gives back Coffee + Nature = ♥️,https://bababudan.in/,,
1263,Farm At Home,3.7,Farm at Home aims to become an essential tool for all gardeners – from the novice to the experienced - to help you find out all gardening resources.,http://farmathome.in/,+91 809-809-99-88 ,
1264,Bhuira Jams,4,Bhuira Jams is an artisanal jam factory based out Bhuira located in the Sirmaur district of Himachal-Pradesh. They focus on creating innovative and handcrafted fruit jams using fresh & fine ingredients.,https://www.bhuirajams.com,"Friends Colony East, New Friends Colony, New Delhi, Delhi, India",022 25784063
1265,The Organic World ,4,"The Organic World is a one stop shop for all your Organic Needs. It
was started with the mission to make a positive and progressive difference to the world we live in.",http://theorganicworld.com,"58, 15th Cross Rd, Jeewan Griha Colony, 2nd Phase, JP Nagar, Bengaluru, Karnataka - 560078.",08026581708
1266,Qtrove ,4,"Embrace a chemical free lifestyle through handmade products from 300+ curators across Food, Personal care, Baby, Pet Care, Household Essentials, Gifts & more.",https://www.qtrove.com,"No 212/A, 2nd Floor, 1st Main Rd, 2nd Stage, Domlur, Bengaluru, Karnataka 560071",
1267,Girnar ,4,Girnar Tea is one of the finest global tea brands. ChaiChai.in is our e-commerce portal to take Girnar to the world.,http://www.girnar.com/index.php,"401, Centre Point, Dr. B. Ambedkar Marg Mumbai, Maharashtra", 1800 209 6502
1268,Tijara Organics ,3,"Exotic and indian vegetables, different kinds of leafy salads, herbs",http://www.girnar.com/index.php,,09810115396
1269,Muuchstac,4.2,"Muuchstac aims to be the very best in the range of men's grooming kit with its 100% organic product range like beard oil, beard shampoo and conditioner, beard grooming kit, skin lightening cream and more. ",https://www.muuchstac.com/,"Andheri, Maharashtra 400053, India",9892599660
1270,GRASA all things natural,3.9,Grasa has a handmade bath and body care products made for nourishment. Custom crafted bath and body care. Organic skincare made for you in order. Grass products are packed with eco-friendly materials as well.,https://grasa-all-things-natural.business.site/,"Nidhi Apt, 1/12, Liberty Garden Cross Rd Number 3, Liberty Garden, Malad West, Mumbai, Maharashtra",8169643877
1271,Amrutam,4,Amrutam is a wellness brand that strongly believes and endorses the idea of Health is Beauty. Amrutam’s recipes have been developed by modifying the ancient wisdom in Vedas & Ayurvedic Principles to suit the needs of a Modern Lifestyle. Amrutam was founded in 2013 by Ashok Gupta who at the time was practising as a Distributor for various herbal medicinal products. Mr Gupta was concerned about the ingredients found in the commercial products which had fewer herbs and more chemicals and preservatives.,https://www.facebook.com/AmrutamOfficial/,"Purani Chhawani, Gwalior, Madhya Pradesh ",7512438190
1272,COCO SOUL,3.9,"Coco Soul - A virgin coconut oil harvested from environmentally-friendly farms that are home to the finest, freshest coconuts. We value nutrition, hence the choice of opting for a healthier technique of cold pressing becomes essential. Being cold-pressed to perfection ensures that vital nutrients, flavour and MCTs of raw coconuts stay unrefined. This oil preserves 60% MCTs and possesses a superior taste along with nutrients galore. Best for direct consumption, suited for dressings and acts as a perfect taste enhancer. ",https://www.cocosoul.in/,,
1273,Truefitt & Hill India,4.5,Truefitt & Hill offers its clientele a new level of unsurpassed service anywhere in the world. All our products have been carefully crafted in England since 1805. Truefitt & Hill acquired the Master Franchise License for the world-famous Barbershop.,https://www.truefittandhill.in/,"Lloyds Luxuries Ltd, 16th Floor, C-wing, Trade world,","Also Available in: Mumbai, Delhi, Banglore"
1274,Neesh,4,"Neesh brings you a wonderful attar inspired fragrances for a great value for money in a compact and unbreakable pack with 12 variants. We also have lip balms, roll-ons & more!",https://neesh.in/,"4099, Sarafa Bazaar, Ambala Cantt, Haryana, India 133001",Also Available in: Shipping All Over India
1275,Damensch,4.2,Damensch are here to redefine masculinity and celebrate what's on the inside with their high quality men inner wear that will elevate the set standard of the basics. Their designs are refreshing mix of tasteful contemporary hues imbibed with timeless traditional elements. ,https://www.damensch.com/?root=logo,,
1276,Navvi,4.2,"Navvi is here with a wide range of products to make your lifestyle easy and updated with the latest fashion and trends. They promote handmade products, all skincare products are either herbal, ayurvedic or organic which will work wonders for your skin. They also offer a wide range of stationeries including posters, quirky gift options at affordable prices!",https://navvi.in/,082405 42344,
1277,Thabisa,4.3,"For all the little things that matter, Thabisa brings you contemporary designed products. Whether going for a picnic, doing laundry or even spending a day on beachside they got you covered from all sides with their products. Embrace little things that matter to you and Thabisa is here to make it easy for you.",https://thabisa.shop/,"No. 2352, 24th Main Road, HSR Layout, Sector -1, Bangalore 560102",8041150175
1278,The Man Company,4.5,"At The Man Company, we provide all round grooming through premium grooming essentials and knowledge for the soul to the men who are in the continuous evolution of becoming a better version of themselves.",https://www.themancompany.com/,"Office 522-526, Spazedge Towers, Tower B, Sector-47, Gurugram, Haryana 122002",Also Available in: Shipping all over India
1279,Nitara Ayurveda,3.8,Nitara ayurveda is deeply rooted with ayurvedic wisdom products which are handcrafted with love. Natural skin care & body care cruelty free and paraben free products. The Hand poured scented candles to lighten up the stress by lighting the room.,http://www.nitaraayurveda.com/?fbclid=IwAR3Y8knqN87QkTPupTI97874MKqUzrwweSC9MeekTcPceYwBJr5aOm_Cwm8,"B-1, Model Town, IInd, New Delhi, Delhi 110009, India",099997 12338
1280,Humanity cosmetics,4,Humanity cosmetics is grooming brand with Luxury Skin Care for Men. Paraben free and powered by nature dedicated to improving the health of men’s skin.,https://www.humanitycosmetics.com/,,
1281,Nite Flite,4,Pure cotton comfort wear for your 'me' times. Relax in style! Nite Flite brings to you comfortable and stylish sleepwear and lounge wear.,http://niteflite.in/,9830195510,
1282,Scent box,4,Scent box is an online perfume store. High quality French & Oriental perfumes in affordable prices.,http://niteflite.in/,,
1283,Wellness from Within,3.8,Meher Singh is a true believer in the power of food to optimize health. She is a nutrition consultant & metabolic balance coach. Providing all natural nutrition plans to balance hormones! ,https://www.meher-wellness.com/,,
1284,Spiritual Warrior,4,Can't take out time to take care of your health? Spiritual warriors are here to help you out and get your fitness essentials on a click. Stay connected with the roots of yoga and get into the realms of spirituality.,https://www.spiritualwarrior.in/,"Chanakyapuri, New Delhi, Delhi 110021",Also Available in: New Delhi
1285,SocksoholiC,3.8,A #socks brand that will make everyone #socksoholic from the day one. ,https://socksoholic.com/,,
